date, pm25, pm10, o3, no2, so2, co
2021/2/2, 64, 45, 31, 41, 3, 6
2021/2/3, 87, 52, 31, 33, 2, 5
2021/2/4, 85, 52, 32, 33, 2, 4
2021/2/5, 81, 42, 28, 33, 2, 5
2021/2/6, 71, 46, 5, 53, 4, 6
2021/2/7, 93, 44, 33, 44, 2, 6
2021/2/8, 95, 47, 37, 29, 1, 6
2021/2/9, 97, 53, 38, 28, 1, 5
2021/2/10, 91, 21, 28, 28, 2, 4
2021/2/11, 48, 15, 8, 30, 2, 7
2021/2/12, 49, 26, 11, 33, 3, 6
2021/2/13, 67, 26, 24, 27, 2, 5
2021/2/14, 70, 31, 13, 41, 3, 6
2021/2/15, 73, 37, 19, 39, 3, 6
2021/2/16, 90, , , , , 
2021/1/5, 100, 57, 30, 50, 4, 6
2021/1/6, 120, 48, 30, 33, 2, 6
2021/1/7, 96, 57, 24, 34, 3, 6
2021/1/8, 126, 46, 12, 29, 3, 6
2021/1/9, 92, 39, 13, 31, 3, 5
2021/1/10, 65, 39, 15, 30, 4, 6
2021/1/11, 71, 43, 15, 31, 3, 5
2021/1/12, 77, 52, 21, 41, 5, 6
2021/1/13, 87, 45, 14, 51, 4, 6
2021/1/14, 74, 48, 18, 61, 4, 6
2021/1/15, 90, 47, 13, 64, 4, 7
2021/1/16, 91, 48, 32, 47, 3, 7
2021/1/17, 89, 81, 34, 36, 3, 6
2021/1/18, 139, 69, 24, 48, 4, 6
2021/1/19, 124, 55, 27, 35, 2, 6
2021/1/20, 91, 47, 35, 30, 2, 6
2021/1/21, 77, 46, 29, 35, 2, 6
2021/1/22, 87, 74, 5, 61, 5, 
2021/1/23, 154, 62, 4, 55, 4, 
2021/1/24, 140, 46, 35, 31, 1, 7
2021/1/25, 102, 49, 35, 40, 2, 7
2021/1/26, 98, 57, 32, 56, 3, 6
2021/1/27, 122, 56, 25, 38, 2, 6
2021/1/28, 118, 54, 25, 50, 2, 6
2021/1/29, 119, 40, 28, 34, 2, 7
2021/1/30, 75, 62, 34, 32, 1, 5
2021/1/31, 95, 39, 31, 25, 1, 4
2021/2/1, 67, 37, 22, 34, 2, 6
2020/10/2, 64, 37, 29, 33, 1, 5
2020/10/3, 74, 36, 28, 31, 1, 5
2020/10/4, 76, 37, 27, 44, 2, 5
2020/10/5, 82, 34, 25, 34, 2, 5
2020/10/6, 75, 35, 24, 34, 2, 6
2020/10/7, 77, 32, 10, 34, 3, 7
2020/10/8, 75, 33, 9, 36, 3, 6
2020/10/9, 77, 40, 15, 41, 2, 7
2020/10/10, 87, 47, 31, 35, 2, 5
2020/10/11, 95, 44, 44, 31, 2, 5
2020/10/12, 83, 39, 27, 37, 2, 5
2020/10/13, 76, 19, 35, 11, 1, 4
2020/10/14, 52, 38, 28, 29, 1, 5
2020/10/15, 70, 38, 29, 30, 1, 5
2020/10/16, 67, 40, 24, 35, 2, 6
2020/10/17, 74, 39, 20, 33, 2, 6
2020/10/18, 83, 33, 30, 27, 2, 6
2020/10/19, 75, 39, 15, 36, 2, 7
2020/10/20, 82, 38, 13, 45, 2, 7
2020/10/21, 84, 39, 14, 44, 2, 7
2020/10/22, 84, 39, 19, 40, 3, 6
2020/10/23, 81, 39, 20, 43, 3, 6
2020/10/24, 75, 52, 39, 42, 3, 6
2020/10/25, 90, 51, 35, 34, 2, 5
2020/10/26, 83, 39, 32, 30, 1, 5
2020/10/27, 72, 35, 24, 29, 1, 4
2020/10/28, 63, 32, 23, 27, 1, 4
2020/10/29, 67, 40, 20, 33, 2, 5
2020/10/30, 86, 48, 27, 36, 1, 6
2020/10/31, 105, 46, 32, 36, 1, 5
2020/11/1, 79, 41, 32, 40, 1, 5
2020/11/2, 77, 47, 23, 48, 3, 6
2020/11/3, 103, 46, 24, 45, 2, 7
2020/11/4, 103, 53, 34, 37, 2, 5
2020/11/5, 95, 37, 27, 33, 1, 4
2020/11/6, 66, 53, 22, 67, 3, 4
2020/11/7, 106, 51, 9, 61, 4, 7
2020/11/8, 111, 50, 28, 43, 3, 7
2020/11/9, 107, 57, 35, 45, 3, 6
2020/11/10, 100, 61, 32, 49, 4, 6
2020/11/11, 109, 49, 26, 40, 2, 5
2020/11/12, 81, 47, 25, 40, 2, 5
2020/11/13, 77, 44, 14, 46, 2, 5
2020/11/14, 86, 44, 13, 34, 2, 6
2020/11/15, 89, 38, 21, 27, 1, 5
2020/11/16, 81, 41, 20, 33, 2, 5
2020/11/17, 83, 36, 20, 27, 1, 4
2020/11/18, 69, 33, 20, 25, 1, 5
2020/11/19, 66, 31, 13, 28, 1, 5
2020/11/20, 75, 25, 13, 24, 1, 5
2020/11/21, 62, 34, 26, 24, 1, 6
2020/11/22, 75, 29, 27, 26, 1, 6
2020/11/23, 70, 49, 21, 28, 1, 6
2020/11/24, 84, 47, 26, 30, 1, 7
2020/11/25, 91, 43, 29, 33, 1, 6
2020/11/26, 83, 45, 33, 39, 2, 6
2020/11/27, 95, 42, 17, 43, 2, 6
2020/11/28, 85, 40, 9, 40, 2, 7
2020/11/29, 85, 36, 11, 37, 2, 7
2020/11/30, 78, 38, 9, 37, 2, 8
2020/12/1, 79, 38, 18, 34, 2, 7
2020/12/2, 80, 43, 12, 36, 2, 7
2020/12/3, 92, 46, 12, 35, 3, 7
2020/12/4, 96, 43, 10, 37, 3, 7
2020/12/5, 91, 47, 10, 40, 3, 7
2020/12/6, 109, 50, 19, 41, 3, 7
2020/12/7, 108, 63, 15, 61, 5, 7
2020/12/8, 138, 57, 14, 44, 4, 7
2020/12/9, 126, 53, 14, 33, 2, 7
2020/12/10, 123, 51, 24, 42, 3, 7
2020/12/11, 120, 44, 21, 34, 2, 5
2020/12/12, 88, 56, 26, 33, 1, 6
2020/12/13, 128, 39, 38, 26, 1, 5
2020/12/14, 85, 48, 30, 35, 2, 6
2020/12/15, 101, 27, 5, 29, 2, 7
2020/12/16, 62, 36, 4, 30, 2, 6
2020/12/17, 76, 43, 6, 31, 3, 6
2020/12/18, 87, 46, 5, 40, 3, 6
2020/12/19, 87, 50, 8, 36, 3, 6
2020/12/20, 89, 55, 15, 33, 2, 6
2020/12/21, 107, 56, 21, 43, 3, 6
2020/12/22, 125, 50, 15, 39, 3, 6
2020/12/23, 106, 44, 18, 36, 2, 6
2020/12/24, 91, 51, 8, 46, 3, 6
2020/12/25, 110, 54, 34, 27, 1, 6
2020/12/26, 110, 49, 29, 24, 1, 4
2020/12/27, 80, 54, 18, 59, 3, 5
2020/12/28, 107, 45, 23, 39, 2, 5
2020/12/29, 86, 50, 22, 49, 3, 6
2020/12/30, 104, 57, 16, 35, 2, 6
2020/12/31, 79, 40, 19, 32, 2, 4
2021/1/1, 69, 38, 17, 36, 3, 4
2021/1/2, 76, 39, 26, 38, 2, 5
2021/1/3, 75, 46, 22, 39, 2, 6
2021/1/4, 92, 53, 34, 43, 3, 6
2020/7/2, 35, 18, 9, 25, 2, 4
2020/7/3, 42, 21, 9, 23, 1, 4
2020/7/4, 52, 23, 5, 23, 2, 4
2020/7/5, 54, 15, 9, 20, 2, 3
2020/7/6, 39, 14, 9, 24, 2, 3
2020/7/7, 36, 14, 7, 26, 3, 4
2020/7/8, 36, 20, 6, 23, 2, 4
2020/7/9, 46, 21, 6, 20, 2, 3
2020/7/10, 46, 25, 7, 14, 2, 3
2020/7/11, 53, 27, 6, 18, 2, 3
2020/7/12, 59, 21, 9, 20, 2, 3
2020/7/13, 54, 18, 6, 23, 3, 4
2020/7/14, 45, 19, 8, 28, 3, 4
2020/7/15, 49, 13, 9, 20, 2, 3
2020/7/16, 37, 13, 8, 19, 2, 4
2020/7/17, 33, 14, 6, 19, 2, 3
2020/7/18, 33, 14, 6, 20, 2, 3
2020/7/19, 36, 14, 6, 20, 2, 3
2020/7/20, 40, 18, 6, 23, 3, 4
2020/7/21, 47, 24, 8, 25, 3, 4
2020/7/22, 56, 21, 6, 19, 2, 4
2020/7/23, 50, 20, 9, 23, 3, 4
2020/7/24, 49, 23, 8, 28, 3, 4
2020/7/25, 39, 18, 8, 23, 3, 4
2020/7/26, 40, 12, 8, 17, 2, 4
2020/7/27, 35, 14, 7, 17, 2, 3
2020/7/28, 38, 13, 7, 19, 3, 3
2020/7/29, 33, 18, 7, 25, 4, 4
2020/7/30, 47, 19, 15, 20, 2, 3
2020/7/31, 43, 19, 13, 15, 1, 3
2020/8/1, 44, 17, 11, 13, 1, 3
2020/8/2, 39, 13, 13, 16, 1, 3
2020/8/3, 37, 14, 11, 22, 2, 5
2020/8/4, 50, 18, 5, 24, 2, 5
2020/8/5, 42, 18, 7, 17, 2, 4
2020/8/6, 43, 19, 5, 14, 1, 4
2020/8/7, 46, 20, 7, 14, 1, 3
2020/8/8, 44, 18, 7, 16, 2, 4
2020/8/9, 42, 18, 6, 22, 3, 4
2020/8/10, 45, 21, 7, 24, 3, 4
2020/8/11, 46, 17, 5, 19, 2, 4
2020/8/12, 43, 17, 8, 20, 2, 4
2020/8/13, 42, 19, 5, 20, 2, 4
2020/8/14, 49, 18, 4, 23, 2, 4
2020/8/15, 49, 17, 10, 21, 2, 4
2020/8/16, 46, 16, 12, 16, 2, 3
2020/8/17, 45, 23, 7, 17, 2, 4
2020/8/18, 60, 17, 8, 22, 2, 4
2020/8/19, 53, 13, 17, 13, 1, 3
2020/8/20, 44, 25, 18, 17, 2, 3
2020/8/21, 58, 42, 17, 31, 2, 4
2020/8/22, 93, 45, 8, 37, 4, 5
2020/8/23, 101, 27, 4, 30, 4, 5
2020/8/24, 69, 22, 14, 27, 3, 4
2020/8/25, 57, 23, 11, 30, 3, 5
2020/8/26, 54, 22, 9, 24, 2, 5
2020/8/27, 52, 29, 26, 43, 3, 6
2020/8/28, 71, 37, 14, 51, 3, 7
2020/8/29, 85, 41, 14, 56, 3, 7
2020/8/30, 92, 45, 30, 46, 3, 7
2020/8/31, 103, 29, 14, 32, 3, 5
2020/9/1, 69, 44, 27, 57, 4, 6
2020/9/2, 101, 52, 14, 73, 4, 7
2020/9/3, 123, 58, 12, 69, 5, 8
2020/9/4, 142, 46, 24, 44, 2, 7
2020/9/5, 110, 31, 31, 38, 2, 6
2020/9/6, 76, 31, 14, 41, 2, 7
2020/9/7, 74, 23, 8, 26, 2, 5
2020/9/8, 56, 24, 5, 25, 3, 5
2020/9/9, 60, 27, 3, 30, 3, 6
2020/9/10, 62, 24, 5, 32, 5, 6
2020/9/11, 59, 20, 5, 25, 4, 5
2020/9/12, 50, 25, 9, 36, 3, 6
2020/9/13, 62, 26, 29, 32, 2, 5
2020/9/14, 65, 31, 24, 29, 2, 5
2020/9/15, 73, 24, 23, 21, 2, 5
2020/9/16, 63, 24, 8, 18, 2, 4
2020/9/17, 56, 22, 8, 18, 2, 5
2020/9/18, 51, 22, 6, 18, 2, 4
2020/9/19, 48, 22, 6, 20, 2, 5
2020/9/20, 54, 21, 7, 26, 2, 5
2020/9/21, 51, 20, 8, 31, 2, 5
2020/9/22, 53, 35, 25, 33, 1, 5
2020/9/23, 70, 33, 16, 34, 2, 5
2020/9/24, 67, 33, 15, 39, 2, 6
2020/9/25, 75, 35, 20, 36, 2, 7
2020/9/26, 77, 39, 34, 31, 2, 5
2020/9/27, 79, 34, 28, 24, 1, 5
2020/9/28, 69, 29, 29, 31, 1, 6
2020/9/29, 71, 30, 27, 35, 1, 6
2020/9/30, 77, 29, 12, 43, 2, 6
2020/10/1, 70, 28, 28, 37, 2, 5
2020/4/2, 63, 32, 38, 23, 1, 1
2020/4/3, 58, 37, 31, 27, 1, 2
2020/4/4, 80, 19, 30, 22, 1, 3
2020/4/5, 59, 25, 29, 22, 1, 3
2020/4/6, 65, 22, 29, 29, 1, 4
2020/4/7, 62, 17, 16, 26, 1, 5
2020/4/8, 50, 30, 26, 34, 1, 3
2020/4/9, 63, 31, 32, 34, 1, 2
2020/4/10, 61, 37, 39, 29, 1, 2
2020/4/11, 69, 53, 31, 37, 2, 4
2020/4/12, 92, 24, 27, 27, 1, 4
2020/4/13, 57, 27, 33, 35, 2, 4
2020/4/14, 62, 40, 34, 36, 2, 3
2020/4/15, 76, 44, 21, 51, 3, 3
2020/4/16, 85, 39, 16, 43, 2, 3
2020/4/17, 82, 38, 19, 31, 1, 3
2020/4/18, 73, 41, 13, 33, 2, 3
2020/4/19, 75, 37, 10, 29, 3, 3
2020/4/20, 74, 28, 5, 27, 3, 3
2020/4/21, 65, 27, 5, 23, 3, 2
2020/4/22, 63, 21, 26, 24, 1, 2
2020/4/23, 58, 25, 28, 26, 1, 3
2020/4/24, 59, 28, 10, 30, 2, 5
2020/4/25, 63, 37, 14, 36, 2, 4
2020/4/26, 85, 68, 40, 69, 4, 6
2020/4/27, 155, 57, 35, 49, 3, 4
2020/4/28, 122, 45, 39, 35, 2, 2
2020/4/29, 74, 44, 37, 28, 1, 1
2020/4/30, 73, 42, 28, 34, 2, 2
2020/5/1, 76, 39, 9, 35, 4, 3
2020/5/2, 74, 33, 8, 29, 4, 2
2020/5/3, 77, 22, 10, 25, 3, 3
2020/5/4, 55, 20, 5, 20, 3, 2
2020/5/5, 51, 15, 7, 22, 3, 4
2020/5/6, 41, 20, 6, 21, 3, 4
2020/5/7, 51, 21, 6, 21, 3, 4
2020/5/8, 52, 20, 6, 19, 3, 4
2020/5/9, 47, 18, 8, 18, 2, 4
2020/5/10, 43, 25, 6, 28, 3, 5
2020/5/11, 52, 32, 21, 39, 5, 6
2020/5/12, 64, 39, 10, 56, 4, 6
2020/5/13, 86, 52, 40, 46, 2, 6
2020/5/14, 118, 44, 41, 33, 1, 4
2020/5/15, 75, 32, 14, 30, 1, 5
2020/5/16, 66, 26, 5, 30, 2, 5
2020/5/17, 58, 20, 6, 26, 2, 4
2020/5/18, 51, 20, 8, 35, 2, 5
2020/5/19, 52, 24, 10, 40, 2, 5
2020/5/20, 56, 28, 21, 28, 1, 4
2020/5/21, 60, 23, 13, 24, 2, 5
2020/5/22, 56, 27, 13, 36, 3, 5
2020/5/23, 69, 18, 26, 26, 1, 4
2020/5/24, 48, 16, 33, 20, 1, 3
2020/5/25, 45, 26, 14, 31, 1, 5
2020/5/26, 63, 30, 7, 33, 2, 5
2020/5/27, 70, 37, 14, 44, 4, 6
2020/5/28, 82, 37, 19, 25, 1, 4
2020/5/29, 74, 32, 21, 27, 1, 4
2020/5/30, 71, 22, 2, 33, 3, 8
2020/5/31, 59, 23, 8, 15, 1, 4
2020/6/1, 56, 17, 5, 17, 1, 4
2020/6/2, 42, 16, 5, 17, 1, 4
2020/6/3, 42, 15, 8, 19, 1, 4
2020/6/4, 38, 17, 7, 21, 1, 3
2020/6/5, 44, 16, 9, 20, 1, 4
2020/6/6, 38, 17, 11, 22, 1, 4
2020/6/7, 45, 18, 10, 21, 1, 4
2020/6/8, 45, 22, 11, 22, 1, 4
2020/6/9, 50, 22, 7, 19, 1, 4
2020/6/10, 48, 17, 10, 18, 2, 4
2020/6/11, 42, 17, 6, 25, 3, 4
2020/6/12, 44, 21, 5, 27, 3, 4
2020/6/13, 54, 24, 8, 18, 2, 4
2020/6/14, 55, 18, 13, 19, 1, 3
2020/6/15, 44, 21, 10, 24, 2, 4
2020/6/16, 48, 21, 5, 20, 2, 4
2020/6/17, 48, 16, 9, 20, 2, 4
2020/6/18, 41, 18, 6, 23, 3, 4
2020/6/19, 44, 13, 9, 22, 3, 3
2020/6/20, 36, 14, 8, 23, 3, 3
2020/6/21, 41, 13, 7, 18, 3, 4
2020/6/22, 34, 18, 7, 24, 3, 4
2020/6/23, 41, 19, 6, 23, 3, 4
2020/6/24, 41, 21, 6, 21, 2, 4
2020/6/25, 48, 17, 8, 13, 1, 3
2020/6/26, 38, 19, 8, 19, 2, 3
2020/6/27, 44, 20, 6, 20, 2, 4
2020/6/28, 51, 17, 6, 21, 2, 4
2020/6/29, 48, 17, 5, 25, 2, 4
2020/6/30, 46, 18, 7, 25, 2, 3
2020/7/1, 45, 12, 11, 19, 1, 3
2020/1/2, 90, 45, 25, 35, 3, 7
2020/1/3, 90, 51, 18, 37, 2, 6
2020/1/4, 108, 49, 18, 39, 2, 6
2020/1/5, 111, 37, 24, 28, 2, 6
2020/1/6, 80, 38, 26, 28, 2, 6
2020/1/7, 76, 47, 16, 44, 5, 10
2020/1/8, 92, 41, 24, 41, 4, 8
2020/1/9, 81, 45, 37, 31, 3, 7
2020/1/10, 83, 48, 23, 38, 2, 8
2020/1/11, 99, 60, 23, 48, 3, 7
2020/1/12, 120, 45, 17, 36, 3, 
2020/1/13, 88, 40, 28, 31, 1, 8
2020/1/14, 82, 45, 28, 36, 1, 7
2020/1/15, 96, 47, 26, 32, 1, 7
2020/1/16, 95, 54, 25, 29, 1, 8
2020/1/17, 118, 47, 8, 39, 3, 8
2020/1/18, 91, 31, 18, 30, 2, 8
2020/1/19, 69, 42, 23, 33, 2, 7
2020/1/20, 93, 39, 16, 34, 1, 8
2020/1/21, 92, 42, 18, 37, 1, 8
2020/1/22, 91, 45, 27, 38, 1, 8
2020/1/23, 100, 43, 20, 32, 1, 8
2020/1/24, 93, 40, 18, 27, 1, 7
2020/1/25, 90, 28, 22, 22, 1, 8
2020/1/26, 71, 17, 3, 23, 2, 
2020/1/27, 52, 20, 11, 22, 1, 7
2020/1/28, 52, 21, 10, 27, 2, 7
2020/1/29, 53, 28, 14, 35, 3, 8
2020/1/30, 72, 31, 21, 38, 3, 6
2020/1/31, 78, 35, 17, 38, 2, 7
2020/2/1, 84, 41, 26, 39, 2, 7
2020/2/2, 89, 44, 36, 27, 1, 7
2020/2/3, 90, 38, 27, 29, 1, 7
2020/2/4, 77, 33, 24, 29, 2, 6
2020/2/5, 77, 27, 22, 28, 1, 7
2020/2/6, 65, 34, 29, 25, 1, 7
2020/2/7, 68, 42, 22, 28, 2, 7
2020/2/8, 85, 20, 9, 20, 1, 7
2020/2/9, 50, 24, 13, 21, 2, 8
2020/2/10, 62, 35, 9, 28, 2, 8
2020/2/11, 78, 41, 20, 29, 1, 7
2020/2/12, 87, 51, 14, 37, 2, 6
2020/2/13, 102, 26, 7, 32, 1, 7
2020/2/14, 66, 27, 13, 28, , 6
2020/2/15, 65, 38, 14, 25, 1, 5
2020/2/16, 81, 14, 8, 22, 1, 7
2020/2/17, 42, 22, 14, 26, 1, 5
2020/2/18, 50, 23, 22, 30, 1, 3
2020/2/19, 51, 30, 23, 33, 1, 3
2020/2/20, 58, 30, 22, 35, 1, 3
2020/2/21, 64, 27, 23, 33, 1, 2
2020/2/22, 58, 37, 27, 41, 2, 3
2020/2/23, 81, 38, 39, 23, , 2
2020/2/24, 72, 50, 39, 28, 1, 2
2020/2/25, 78, 44, 19, 30, 1, 3
2020/2/26, 80, 44, 2, 35, 4, 5
2020/2/27, 90, 29, 21, 27, 1, 2
2020/2/28, 67, 32, 29, 28, 1, 2
2020/2/29, 68, 32, 11, 34, 2, 4
2020/3/1, 71, 39, 3, 40, 3, 5
2020/3/2, 89, 34, 29, 27, 1, 2
2020/3/3, 74, 34, 26, 25, 1, 3
2020/3/4, 69, 27, 27, 31, 1, 3
2020/3/5, 67, 19, 19, 26, 1, 4
2020/3/6, 52, 36, 27, 27, 1, 2
2020/3/7, 78, 51, 23, 35, 2, 4
2020/3/8, 104, 32, 9, 28, 2, 2
2020/3/9, 79, 32, 8, 28, 2, 3
2020/3/10, 71, 28, 15, 37, 2, 5
2020/3/11, 60, 31, 31, 26, 1, 3
2020/3/12, 68, 57, 32, 33, 1, 3
2020/3/13, 105, 59, 12, 34, 2, 5
2020/3/14, 138, 29, 22, 30, 2, 5
2020/3/15, 73, 43, 29, 27, 1, 3
2020/3/16, 94, 50, 42, 30, 1, 2
2020/3/17, 84, 51, 42, 32, 1, 2
2020/3/18, 82, 45, 27, 41, 2, 4
2020/3/19, 89, 32, 13, 33, 1, 3
2020/3/20, 78, 35, 20, 29, 1, 3
2020/3/21, 85, 50, 25, 31, 1, 3
2020/3/22, 101, 40, 3, 33, 3, 4
2020/3/23, 92, 33, 32, 28, 3, 2
2020/3/24, 77, 39, 36, 27, 1, 1
2020/3/25, 77, 33, 27, 25, 1, 1
2020/3/26, 69, 36, 25, 26, 1, 1
2020/3/27, 85, 35, 16, 28, 2, 1
2020/3/28, 78, 31, 21, 28, 2, 3
2020/3/29, 74, 25, 23, 16, 1, 1
2020/3/30, 46, , , , , 
2019/10/2, 138, 54, 36, 39, 2, 8
2019/10/3, 120, 41, 28, 45, 2, 7
2019/10/4, 92, 38, 11, 48, 3, 7
2019/10/5, 85, 32, 18, 32, 3, 6
2019/10/6, 73, 26, 25, 17, 1, 5
2019/10/7, 59, 37, 26, 23, 1, 6
2019/10/8, 77, 44, 18, 41, 2, 6
2019/10/9, 90, 47, 30, 37, 1, 7
2019/10/10, 96, 44, 27, 46, 1, 8
2019/10/11, 89, 49, 11, 74, 3, 9
2019/10/12, 111, 54, 15, 74, 3, 10
2019/10/13, 126, 40, 28, 37, , 8
2019/10/14, 96, 38, 30, 36, 1, 10
2019/10/15, 96, 40, 14, 40, 1, 8
2019/10/16, 84, 38, 27, 38, , 6
2019/10/17, 74, 44, 29, 43, 1, 7
2019/10/18, 87, 49, 26, 61, 2, 8
2019/10/19, 105, 54, 32, 48, 1, 8
2019/10/20, 115, 49, 37, 39, , 7
2019/10/21, 99, 49, 30, 53, 1, 7
2019/10/22, 96, 45, 30, 49, 1, 7
2019/10/23, 87, 40, 25, 43, 1, 7
2019/10/24, 80, 45, 28, 42, 1, 7
2019/10/25, 87, 47, 32, 43, 1, 7
2019/10/26, 90, 45, 39, 39, , 7
2019/10/27, 86, 56, 39, 31, 1, 8
2019/10/28, 120, 57, 38, 44, 2, 10
2019/10/29, 124, 29, 15, 38, 1, 10
2019/10/30, 66, 42, 14, 50, 2, 9
2019/10/31, 83, 59, 37, 48, 2, 8
2019/11/1, 101, 46, 35, 38, 1, 5
2019/11/2, 75, 39, 36, 24, 1, 3
2019/11/3, 63, 48, 28, 31, 1, 5
2019/11/4, 89, 58, 34, 51, 3, 6
2019/11/5, 113, 56, 30, 52, 3, 5
2019/11/6, 107, 54, 36, 44, 1, 6
2019/11/7, 98, 53, 22, 59, 3, 7
2019/11/8, 110, 50, 32, 48, 3, 6
2019/11/9, 102, 48, 27, 44, 2, 5
2019/11/10, 96, 49, 34, 42, 1, 6
2019/11/11, 97, 42, 48, 38, 1, 5
2019/11/12, 86, 42, 46, 32, 1, 5
2019/11/13, 82, 54, 57, 22, 1, 5
2019/11/14, 95, 54, 49, 31, 2, 6
2019/11/15, 112, 50, 41, 28, 1, 5
2019/11/16, 86, 41, 32, 32, 1, 5
2019/11/17, 70, 39, 23, 35, 1, 5
2019/11/18, 74, 58, 12, 61, 3, 10
2019/11/19, 115, 51, 16, 42, 2, 8
2019/11/20, 109, 45, 19, 39, 2, 7
2019/11/21, 88, 51, 21, 54, 3, 7
2019/11/22, 89, 45, 13, 54, 3, 6
2019/11/23, 82, 35, 15, 40, 1, 6
2019/11/24, 75, 33, 26, 37, 1, 6
2019/11/25, 79, 34, 17, 35, 1, 5
2019/11/26, 72, 45, 18, 28, 1, 6
2019/11/27, 86, 44, 20, 34, 1, 5
2019/11/28, 83, 44, 16, 41, 3, 8
2019/11/29, 76, 37, 18, 35, 2, 6
2019/11/30, 74, 44, 19, 34, 1, 5
2019/12/1, 83, 49, 12, 58, 3, 8
2019/12/2, 105, 47, 14, 36, 3, 7
2019/12/3, 82, 48, 19, 46, 4, 7
2019/12/4, 94, 51, 22, 51, 5, 6
2019/12/5, 98, 42, 74, 29, 2, 4
2019/12/6, 81, 51, 72, 39, 3, 4
2019/12/7, 90, 55, 27, 51, 4, 6
2019/12/8, 101, 40, 30, 32, 2, 5
2019/12/9, 78, 49, 15, 52, 2, 6
2019/12/10, 90, 58, 14, 50, 3, 7
2019/12/11, 98, 60, 21, 62, 4, 8
2019/12/12, 124, 51, 20, 52, 2, 7
2019/12/13, 103, 55, 27, 42, 2, 6
2019/12/14, 92, 49, 22, 42, 2, 5
2019/12/15, 89, 44, 24, 37, 1, 6
2019/12/16, 83, 41, 23, 31, 2, 5
2019/12/17, 76, 36, 10, 35, 3, 6
2019/12/18, 72, 35, 11, 33, 3, 7
2019/12/19, 77, 50, 15, 33, 2, 9
2019/12/20, 112, 50, 12, 32, 3, 10
2019/12/21, 106, 33, 8, 31, 2, 8
2019/12/22, 80, 61, 10, 56, 6, 11
2019/12/23, 128, 61, 13, 43, 4, 8
2019/12/24, 128, 46, 19, 45, 3, 8
2019/12/25, 106, 48, 24, 33, 2, 7
2019/12/26, 105, 12, 5, 56, 4, 10
2019/12/27, 30, 55, 16, 36, 3, 9
2019/12/28, 113, 55, 23, 36, 3, 8
2019/12/29, 113, 48, 25, 40, 3, 10
2019/12/30, 109, , , , , 
2019/7/2, 49, 19, 10, 21, 1, 5
2019/7/3, 52, 23, 6, 28, 2, 7
2019/7/4, 60, 33, 7, 25, 2, 5
2019/7/5, 66, 22, 9, 28, 2, 5
2019/7/6, 49, 21, 12, 23, 2, 5
2019/7/7, 51, 22, 11, 20, 1, 5
2019/7/8, 54, 30, 13, 20, 1, 5
2019/7/9, 66, 32, 13, 29, 2, 5
2019/7/10, 62, 29, 11, 36, 3, 7
2019/7/11, 65, 27, 11, 29, 2, 6
2019/7/12, 63, 34, 14, 24, 2, 5
2019/7/13, 72, 35, 14, 26, 2, 5
2019/7/14, 71, 37, 14, 25, 2, 6
2019/7/15, 75, 36, 12, 31, 2, 6
2019/7/16, 76, 37, 6, 40, 4, 7
2019/7/17, 82, 49, 27, 60, 4, 9
2019/7/18, 111, 64, 13, 74, 5, 10
2019/7/19, 146, 42, 4, 49, 4, 10
2019/7/20, 97, 32, 6, 33, 3, 8
2019/7/21, 76, 24, 6, 25, 3, 7
2019/7/22, 58, 27, 5, 31, 3, 7
2019/7/23, 65, 27, 4, 29, 3, 6
2019/7/24, 63, 26, 6, 30, 3, 6
2019/7/25, 61, 23, 10, 31, 2, 6
2019/7/26, 59, 19, 8, 34, 5, 6
2019/7/27, 53, 18, 7, 27, 2, 6
2019/7/28, 48, 20, 9, 22, 1, 6
2019/7/29, 45, 19, 7, 19, , 5
2019/7/30, 47, 21, 6, 20, , 5
2019/7/31, 43, 12, 19, 14, , 4
2019/8/1, 23, 18, 17, 20, , 5
2019/8/2, 38, 23, 11, 24, , 5
2019/8/3, 52, 19, 7, 25, , 6
2019/8/4, 50, 26, 16, 23, , 6
2019/8/5, 60, 21, 28, 15, , 4
2019/8/6, 51, 25, 14, 22, , 5
2019/8/7, 55, 24, 12, 24, , 5
2019/8/8, 52, , 32, 57, 2, 8
2019/8/10, 82, 35, 22, 33, , 8
2019/8/11, 82, 20, 18, 21, 1, 6
2019/8/12, 52, 22, 14, 32, 1, 6
2019/8/13, 54, 24, 9, 40, 2, 6
2019/8/14, 55, 24, 16, 39, 2, 6
2019/8/15, 61, 20, 11, 40, 2, 6
2019/8/16, 59, 27, 7, 35, 2, 6
2019/8/17, 65, 24, 5, 34, 2, 7
2019/8/18, 62, 17, 6, 27, 1, 6
2019/8/19, 53, 28, 7, 44, 2, 7
2019/8/20, 70, 33, 15, 36, 1, 5
2019/8/21, 82, 28, 15, 34, 1, 5
2019/8/22, 67, 39, 11, 54, 2, 7
2019/8/23, 91, 46, 11, 38, 1, 7
2019/8/24, 108, 61, 30, 74, 3, 10
2019/8/25, 132, 38, 3, 42, 2, 9
2019/8/26, 95, 24, 8, 32, 1, 7
2019/8/27, 62, 30, 2, 28, 1, 6
2019/8/28, 69, 38, 19, 41, 2, 6
2019/8/29, 82, 25, 8, 20, 1, 5
2019/8/30, 58, 23, 3, 25, 1, 6
2019/8/31, 58, 15, 19, 18, , 4
2019/9/1, 44, 23, 13, 24, , 5
2019/9/2, 58, 20, 5, 19, 1, 5
